globalSpinIndex,baseSpinIndex,state,outcomeId,type,winAmount,triggeredFeatureId,patternSource,winConditionType,generatedWinLine,anchorsCount,visualRequestedType,visualAppliedType,visualApplied,visualPaylinesChosen,visualAttemptsUsed,visualGuardFailReason,visualSeed,teaseEligible,teaseChanceUsed,teaseRoll,teaseBlockedBy,visualGuardFailDetail,visualAttemptReasons,expectedWinAmount,evaluatedWinAmount,evaluationMatch,evaluatedEventCount,evaluatedRuleTypes,eventsJson
1,1,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,774746190,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
2,2,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,707739437,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
3,3,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3|0,1,,1483862222,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
4,4,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,573725931,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
5,5,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,506719178,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
6,6,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,10,,182950348,true,0.08,0.08747927728109062,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_4"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2],[0,3]],""matchCount"":4,""paylineIndex"":0,""metadata"":{}}]"
7,7,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3,3,,925134345,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
8,8,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,2|0,3,,574334408,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
9,9,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,238692166,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
10,10,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,362477390,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
11,11,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,2,1,,168790515,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
12,12,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,496490896,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
13,13,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,563497649,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
14,14,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,630504402,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
15,15,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,697511155,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
16,16,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,764517908,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
17,17,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,7,,831524661,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,
18,18,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,898531414,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
19,19,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,965538167,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
20,20,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,1,,1249501546,true,0.08,0.5929204078856856,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]"
21,21,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1,1,,2116072940,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
22,22,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1721267057,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
23,23,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,4,3,NONE,NONE,false,,2,,966160659,true,0.08,0.1444589695893228,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_4_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[1,1],[0,2]],""matchCount"":3,""paylineIndex"":4,""metadata"":{}}]"
24,24,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1,1,,1970966416,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
25,25,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1520246798,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
26,26,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3,2,,424894671,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
27,27,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1386233292,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
28,28,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,4|0,1,,567766668,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
29,29,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,8,,1252219786,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,
30,30,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,221928780,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
31,31,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,288935533,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
32,32,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,355942286,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
33,33,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,422949039,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
34,34,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,489955792,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
35,35,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,556962545,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
36,36,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,623969298,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
37,37,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,4,3,NONE,NONE,false,,1,,1817562256,true,0.08,0.8998369385953993,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_4_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[1,1],[0,2]],""matchCount"":3,""paylineIndex"":4,""metadata"":{}}]"
38,38,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,757982804,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
39,39,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,824989557,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
40,40,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1995829173,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
41,41,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1928822420,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
42,42,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1861815667,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
43,43,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1794808914,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
44,44,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1727802161,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
45,45,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1660795408,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
46,46,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1593788655,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
47,47,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1526781902,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
48,48,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,1459775149,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
49,49,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,7,,1079885519,true,0.08,0.48997675674036145,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]"
50,50,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,NONE,NONE,false,,10,,1283449927,true,0.08,0.3703740225173533,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_5"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2],[1,3],[0,4]],""matchCount"":5,""paylineIndex"":3,""metadata"":{}}]"
51,51,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,148386923,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
52,52,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,215393676,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
53,53,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,282400429,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
54,54,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,349407182,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
55,55,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,2,,453991116,true,0.08,0.5949683028738946,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]"
56,56,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,483420688,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
57,57,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,4,3,NONE,NONE,false,,1,,1840194510,true,0.08,0.08480601501651108,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_4_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[1,1],[0,2]],""matchCount"":3,""paylineIndex"":4,""metadata"":{}}]"
58,58,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,617434194,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
59,59,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,684440947,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
60,60,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,2136377783,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
61,61,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1|3,1,,1629375128,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
62,62,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,0,3,,1278575191,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
63,63,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1935357524,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
64,64,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1|0,2,,1421447188,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
65,65,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,5,,465307243,true,0.08,0.18745284108445048,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]"
66,66,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,2,,1158408940,true,0.08,0.43237169715575874,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]"
67,67,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1667330512,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
68,68,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1600323759,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
69,69,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1533317006,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
70,70,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,59168440,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
71,71,BASE,MEDIUM_WIN,WIN,5,,GENERATED,LINE,0,3,NONE,NONE,false,,1,,1635468826,false,0,,NOT_ELIGIBLE,,SUCCESS,5,5,true,1,LINE,"[{""eventId"":""LINE_0_H1_3"",""ruleType"":""LINE"",""winAmount"":5,""paidSymbolId"":""H1"",""displaySymbolId"":""H1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]"
72,72,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,74845066,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
73,73,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,5,,141851819,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
74,74,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,208858572,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
75,75,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,275865325,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
76,76,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,4,3,,1565016141,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
77,77,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,409878831,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
78,78,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,1,,1739038835,true,0.08,0.957441998180002,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]"
79,79,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,543892337,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
80,80,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,1,,1317398308,true,0.08,0.14782763714902103,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]"
81,81,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,2085047656,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
82,82,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3,1,,1003815577,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
83,83,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,2075906134,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
84,84,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,2008899381,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
85,85,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,NONE,NONE,false,,10,,487939497,true,0.08,0.3724219175055623,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_5"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2],[1,3],[0,4]],""matchCount"":5,""paylineIndex"":3,""metadata"":{}}]"
86,86,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1874885875,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,
87,87,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,5,,1807879122,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
88,88,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,10,,1740872369,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
89,89,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1673865616,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
90,90,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,4|3,2,,265023867,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
91,91,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,5,,2021816132,true,0.08,0.9852310314308852,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]"
92,92,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,0,1,,1281047878,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,
93,93,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1303209,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,
94,94,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,5,,68309962,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,
95,95,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1,7,,1488975818,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
96,96,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,202323468,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,
