globalSpinIndex,baseSpinIndex,state,outcomeId,type,winAmount,triggeredFeatureId,patternSource,winConditionType,generatedWinLine,anchorsCount,visualRequestedType,visualAppliedType,visualApplied,visualPaylinesChosen,visualAttemptsUsed,visualGuardFailReason,visualSeed,teaseEligible,teaseChanceUsed,teaseRoll,teaseBlockedBy,visualGuardFailDetail,visualAttemptReasons,expectedWinAmount,evaluatedWinAmount,evaluationMatch,evaluatedEventCount,evaluatedRuleTypes,eventsJson,stateBefore,stateAfter,freeRemainingAfter,scatterCount,scatterGuardApplied,scatterAttemptsUsed,scatterFallbackUsed,anyPosSymbolId,anyPosTargetCount,anyPosActualCount,anyPosGuardApplied,anyPosAttemptsUsed,anyPosFallbackUsed
516,466,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,4,1,,1893457689,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
517,467,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,368721491,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
518,468,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,984588206,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
519,469,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1957069393,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
520,470,BASE,ANY_POS_A1_5,WIN,10,,GENERATED,ANY_POSITION,,0,NONE,NONE,false,,1,,74472772,false,0,,NOT_ELIGIBLE,,SUCCESS,10,10,true,1,ANY_POSITION,"[{""eventId"":""ANY_POS_A1_5"",""ruleType"":""ANY_POSITION"",""winAmount"":10,""paidSymbolId"":""A1"",""displaySymbolId"":""A1"",""positions"":[[1,0],[1,4],[2,1],[2,2],[2,4]],""matchCount"":5,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,A1,5,5,true,1,false
521,471,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3|0,3,,22199392,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
522,472,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,NONE,NONE,false,,1,,1429851744,true,0.08,0.7498883155640215,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2]],""matchCount"":3,""paylineIndex"":3,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
523,473,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1810901960,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
524,474,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,2,3,,49738148,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
525,475,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,1,3,NONE,NONE,false,,2,,389349827,true,0.08,0.7065236731432378,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_1_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[1,0],[1,1],[1,2]],""matchCount"":3,""paylineIndex"":1,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
526,476,BASE,NEAR_MISS_1,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3|4,1,,312834373,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
527,477,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1365793844,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
528,478,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,10,,2086415898,true,0.08,0.7813362295273691,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_4"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2],[2,3]],""matchCount"":4,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
529,479,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,1,,48359609,true,0.08,0.11991088185459375,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
530,480,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1048867812,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
531,481,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1892789787,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
532,482,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,539480090,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
533,483,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,NONE,NONE,false,,10,,636559936,true,0.08,0.5842771900352091,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_5"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2],[1,3],[0,4]],""matchCount"":5,""paylineIndex"":3,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
534,484,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,2,,1401496353,true,0.08,0.5492841033264995,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
535,485,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,774518295,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
536,486,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,0,3,NONE,NONE,false,,10,,1182641635,true,0.08,0.8721347986720502,CHANCE_MISS,,ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;ANTI_EXTEND_VIOLATION;MAX_RETRIES,2,2,true,1,LINE,"[{""eventId"":""LINE_0_L1_4"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[0,1],[0,2],[0,3]],""matchCount"":4,""paylineIndex"":0,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
537,487,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1932101099,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
538,488,BASE,MEDIUM_WIN,WIN,5,,GENERATED,LINE,0,3,NONE,NONE,false,,1,,642210237,false,0,,NOT_ELIGIBLE,,SUCCESS,5,5,true,1,LINE,"[{""eventId"":""LINE_0_H1_3"",""ruleType"":""LINE"",""winAmount"":5,""paidSymbolId"":""H1"",""displaySymbolId"":""H1"",""positions"":[[0,0],[0,1],[0,2]],""matchCount"":3,""paylineIndex"":0,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
539,489,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,5,,343753197,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
540,490,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,51795459,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
541,491,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1405105156,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
542,492,BASE,ANY_POS_A1_5,WIN,10,,GENERATED,ANY_POSITION,,0,NONE,NONE,false,,1,,277060996,false,0,,NOT_ELIGIBLE,,SUCCESS,10,10,true,1,ANY_POSITION,"[{""eventId"":""ANY_POS_A1_5"",""ruleType"":""ANY_POSITION"",""winAmount"":10,""paidSymbolId"":""A1"",""displaySymbolId"":""A1"",""positions"":[[0,0],[1,4],[2,1],[2,3],[2,4]],""matchCount"":5,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,A1,5,5,true,1,false
543,493,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,183242746,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
544,494,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,1170066951,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
545,495,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1771590648,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
546,496,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,418280951,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
547,497,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,935028746,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
548,498,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,2006628853,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
549,499,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,NONE,NONE,false,,3,,1757078725,true,0.08,0.3605966195464134,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2]],""matchCount"":3,""paylineIndex"":3,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
550,500,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,1,,650323173,true,0.08,0.5601816773414612,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
551,501,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,408032803,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
552,502,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1761342500,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
553,503,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,5,,1168878398,true,0.08,0.8962303113657981,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
554,504,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,172994598,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
555,505,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1526304295,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
556,506,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1415353304,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
557,507,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,62043607,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
558,508,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,4,3,NONE,NONE,false,,1,,1525742045,true,0.08,0.2687788959592581,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_4_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[1,1],[0,2]],""matchCount"":3,""paylineIndex"":4,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
559,509,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,3,1,,1973534650,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
560,510,BASE,MEDIUM_WIN,WIN,5,,GENERATED,LINE,2,3,NONE,NONE,false,,1,,926991278,false,0,,NOT_ELIGIBLE,,SUCCESS,5,5,true,1,LINE,"[{""eventId"":""LINE_2_H1_3"",""ruleType"":""LINE"",""winAmount"":5,""paidSymbolId"":""H1"",""displaySymbolId"":""H1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
561,511,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,589039550,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
562,512,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,764270147,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
563,513,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,2117579844,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
564,514,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,6,,824077755,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
565,515,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,529231942,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
566,516,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1882541639,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
567,517,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1059115960,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
568,518,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,294193737,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
569,519,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1647503434,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
570,520,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,1355545696,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
571,521,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1586111903,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
572,522,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,232802206,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
573,523,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1120507491,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
574,524,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,1,,717405725,true,0.08,0.5660272147506475,CHANCE_MISS,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
575,525,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,2|4,2,,1912857024,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
576,526,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,1,1,,1979863777,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
577,527,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,2056188313,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
578,528,BASE,NEAR_MISS_2,LOSS,0,,NONE,,,0,NEAR_MISS,NEAR_MISS,true,4|0,3,,2113877283,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_2;ACCIDENTAL_WIN_PAYLINE_2;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
579,529,BASE,MEDIUM_WIN,WIN,5,,GENERATED,LINE,2,3,NONE,NONE,false,,2,,1618947706,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,5,5,true,1,LINE,"[{""eventId"":""LINE_2_H1_3"",""ruleType"":""LINE"",""winAmount"":5,""paidSymbolId"":""H1"",""displaySymbolId"":""H1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
580,530,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,3,3,TEASE,TEASE,true,4,3,,89649320,true,0.08,0.04762434377335012,NONE,,ACCIDENTAL_WIN_PAYLINE_4;ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_3_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[0,0],[1,1],[2,2]],""matchCount"":3,""paylineIndex"":3,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
581,531,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,1711783040,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
582,532,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,NONE,NONE,false,,2,,308504038,true,0.08,0.7247736484277993,CHANCE_MISS,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
583,533,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,123435138,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
584,534,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,1476744835,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
585,535,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1464912764,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
586,536,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,4,,111603067,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_0;ACCIDENTAL_WIN_PAYLINE_3;ACCIDENTAL_WIN_PAYLINE_0;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
587,537,BASE,SMALL_WIN,WIN,2,,GENERATED,LINE,2,3,TEASE,TEASE,true,4|0,1,,1291842815,true,0.08,0.05448903562501073,NONE,,SUCCESS,2,2,true,1,LINE,"[{""eventId"":""LINE_2_L1_3"",""ruleType"":""LINE"",""winAmount"":2,""paidSymbolId"":""L1"",""displaySymbolId"":""L1"",""positions"":[[2,0],[2,1],[2,2]],""matchCount"":3,""paylineIndex"":2,""metadata"":{}}]",BASE,BASE,0,0,false,1,false,,,0,false,1,false
588,538,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,2,,1699950969,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_4;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
589,539,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,1,,346641272,false,0,,NOT_ELIGIBLE,,SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
590,540,BASE,LOSS,LOSS,0,,NONE,,,0,NONE,NONE,false,,3,,638599010,false,0,,NOT_ELIGIBLE,,ACCIDENTAL_WIN_PAYLINE_1;ACCIDENTAL_WIN_PAYLINE_3;SUCCESS,0,0,true,0,,,BASE,BASE,0,0,false,1,false,,,0,false,1,false
